DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,AT,2021,24.68,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,AT,2022,24.29,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2011,0.29,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2012,0.38,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2013,0.28,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2014,0.37,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2015,0.46,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2016,0.40,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2017,0.33,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2018,0.30,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2019,0.51,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2020,0.58,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BA,2021,0.62,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2015,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2016,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2017,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2019,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2020,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2021,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BE,2022,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2011,747.13,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2012,780.80,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2013,878.64,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2014,843.64,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2015,810.84,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2016,817.51,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2017,898.84,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2018,788.66,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2019,815.56,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2020,821.92,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2021,836.47,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,BG,2022,913.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2011,3.29,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2012,3.55,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2013,3.80,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2014,3.96,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2015,4.57,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2016,4.88,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2017,5.26,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2018,5.39,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2019,5.90,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2020,4.50,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2021,4.83,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CH,2022,5.00,e
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2011,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2012,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2013,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2014,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2015,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2016,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2017,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2019,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2020,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2021,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CY,2022,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2011,28.55,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2012,24.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2013,21.28,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2014,18.61,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2015,15.45,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2016,15.65,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2017,21.60,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2018,20.20,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2019,11.83,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2020,11.27,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2021,17.98,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,CZ,2022,22.49,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2011,26.80,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2012,26.40,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2013,21.90,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2014,20.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2015,18.40,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2016,16.70,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2017,18.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2018,19.50,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2019,22.50,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2020,28.20,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2021,38.30,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DE,2022,85.30,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2015,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2016,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2017,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2018,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2019,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2020,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2021,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,DK,2022,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2015,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2016,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2017,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2018,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2019,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2020,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2021,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EE,2022,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2011,98.52,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2012,85.27,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2013,98.46,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2014,87.81,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2015,107.23,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2016,85.10,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2017,90.61,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2018,82.50,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2019,100.72,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2020,97.71,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2021,90.54,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EL,2022,78.89,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2011,862.87,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2012,753.02,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2013,865.56,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2014,783.43,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2015,738.85,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2016,717.67,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2017,724.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2018,691.28,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2019,701.77,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2020,650.05,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2021,631.16,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,ES,2022,871.83,p
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2011,4337.53,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2012,4279.09,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2013,4582.42,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2014,4266.05,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2015,4197.59,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2016,4133.13,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2017,4311.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2018,4025.65,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2019,4337.84,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2020,4396.74,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2021,4368.72,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU,2022,5153.37,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2011,4367.57,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2012,4312.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2013,4623.22,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2014,4266.05,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2015,4197.59,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2016,4133.13,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2017,4311.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2018,4025.65,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2019,4337.84,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2020,4396.74,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2021,4368.72,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU27_2020,2022,5153.37,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2011,4367.57,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2012,4312.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2013,4623.22,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2014,4266.05,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2015,4197.59,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2016,4133.13,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2017,4311.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2018,4025.65,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,EU28,2019,4337.84,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2015,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2016,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2017,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2019,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2020,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2021,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FI,2022,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2011,740.72,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2012,679.97,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2013,770.85,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2014,657.29,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2015,618.78,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2016,536.96,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2017,586.23,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2018,552.07,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2019,603.92,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2020,778.40,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2021,698.36,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,FR,2022,859.19,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2011,30.04,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2012,33.53,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2013,40.81,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2014,34.87,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2015,34.49,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2016,40.25,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2017,37.15,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2018,37.13,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2019,35.98,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2020,39.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2021,40.97,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HR,2022,50.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2011,579.55,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2012,615.10,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2013,596.89,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2014,593.73,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2015,611.64,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2016,629.68,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2017,694.54,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2018,616.95,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2019,564.11,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2020,612.57,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2021,654.69,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,HU,2022,702.01,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2015,0.01,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2016,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2017,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2019,0.01,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2020,0.01,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2021,0.03,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IE,2022,0.03,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2015,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2016,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2017,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2019,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2020,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2021,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IS,2022,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2011,118.07,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2012,111.68,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2013,127.63,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2014,111.35,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2015,114.45,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2016,110.72,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2017,114.45,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2018,103.87,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2019,118.52,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2020,122.77,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2021,116.99,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,IT,2022,110.82,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2015,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2016,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2017,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2018,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2019,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2020,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2021,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LT,2022,0.00,n
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LU,2011,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LU,2012,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LU,2013,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LU,2014,0.00,
ESTAT:TAG00100(1.0),29/11/22 23:00:00,A,I1120,AR,LU,2015,0.00,n
