DATAFLOW,LAST UPDATE,freq,unit,hazard,nace_r2,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2006,59351721,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2008,48621916,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2010,61345803,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2012,53839470,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2014,57965392,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2016,63152384,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2018,68187479,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BE,2020,68061590,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2004,201020467,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2006,162881368,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2008,167646316,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2010,167396268,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2012,161252166,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2014,179677011,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2016,120508475,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2018,129751823,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,BG,2020,116387350,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2004,2241520,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2006,1248723,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2008,1842781,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2010,2372750,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2012,1875308,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2014,1978699,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2016,2467042,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2018,2302144,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CY,2020,2219531,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2004,29275743,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2006,24745752,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2008,25419695,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2010,23757566,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2012,23171358,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2014,23394956,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2016,25381426,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2018,37847614,b
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,CZ,2020,38486186,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2004,364021937,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2006,363786069,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2008,372796355,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2010,363544995,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2012,368022172,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2014,387504241,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2016,400071672,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2018,405523624,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DE,2020,401156266,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2004,12588952,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2006,14703138,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2008,15155208,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2010,16217736,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2012,16713822,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2014,20808843,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2016,20981931,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2018,21445206,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,DK,2020,20135564,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2004,20860680,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2006,18932903,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2008,19583855,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2010,19000195,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2012,21992343,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2014,21804040,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2016,24277879,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2018,23185581,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EE,2020,16181973,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2004,33346962,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2006,51324662,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2008,68643963,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2010,70432705,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2012,72328280,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2014,69758868,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2016,72332353,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2018,45538685,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EL,2020,24556622,p
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2004,160668134,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2006,160946629,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2008,149254157,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2010,137518902,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2012,118561669,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2014,110518494,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2016,128958523,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2018,137822935,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,ES,2020,105931860,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2004,2248790000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2006,2276120000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2008,2144780000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2010,2212900000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2012,2242540000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2014,2243790000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2016,2258910000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2018,2338530000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU27_2020,2020,2150950000,s
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2004,2547590000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2006,2567270000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2008,2427000000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2010,2454710000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2012,2483800000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2014,2506780000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2016,2530980000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,EU28,2018,2620400000,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2004,69708476,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2006,72205476,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2008,81792854,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2010,104336944,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2012,91824193,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2014,95969888,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2016,122869183,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2018,128251735,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FI,2020,116082531,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2004,296580889,s
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2006,312297824,s
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2008,345002210,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2010,355081245,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2012,344440922,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2014,324462969,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2016,322685297,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2018,343307326,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,FR,2020,314680344,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2004,7208688,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2006,5425973,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2008,4172152,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2010,3157672,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2012,3611678,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2014,3724563,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2016,5366953,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2018,5543310,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HR,2020,6003760,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2004,24660920,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2006,22287476,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2008,16949197,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2010,16735423,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2012,16310151,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2014,16650639,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2016,15938077,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2018,18369585,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,HU,2020,16063842,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2004,24499142,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2006,29599175,e
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2008,22502816,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2010,19807586,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2012,12713021,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2014,15166830,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2016,15251689,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IE,2018,13986757,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2004,501426,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2008,772584,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2010,510941,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2012,529351,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2014,815148,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2016,1067319,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IS,2018,1293511,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2004,139806106,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2006,155025054,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2008,179257461,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2010,158627618,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2012,154427046,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2014,157870348,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2016,163827838,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2018,172502773,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,IT,2020,174887620,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2008,383337,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2010,312180,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2012,466547,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2014,569067,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2016,502581,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LI,2018,437823,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2004,7010178,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2006,6361109,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2008,6333352,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2010,5578134,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2012,5678751,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2014,6200450,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2016,6674238,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2018,7080538,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LT,2020,6695731,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2004,8315766,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2006,8378911,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2008,9592144,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2010,10441469,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2012,8397228,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2014,7072758,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2016,10020519,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2018,9014397,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LU,2020,9215222,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2004,1257225,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2006,1858551,
ESTAT:TEN00108(1.0),13/09/22 11:00:00,A,T,HAZ_NHAZ,TOTAL_HH,TOTAL,LV,2008,1495084,
